CMDLINE rundisagg func2.o.py -m mem1:2333 mem2:2334 mem3:2335 mem4:2336
MEM 0.574219 1646589524.5404
MEM 20.035156 1646589524.6408
MEM 40.460938 1646589524.7412
MEM 73.039062 1646589524.8416
MEM 73.375000 1646589524.9421
MEM 74.148438 1646589525.0425
MEM 75.179688 1646589525.1429
MEM 75.953125 1646589525.2433
MEM 76.726562 1646589525.3437
MEM 77.500000 1646589525.4441
MEM 78.273438 1646589525.5445
MEM 79.304688 1646589525.6448
MEM 79.957031 1646589525.7452
MEM 80.718750 1646589525.8456
MEM 81.750000 1646589525.9459
MEM 82.523438 1646589526.0463
MEM 83.296875 1646589526.1467
MEM 84.070312 1646589526.2471
MEM 85.101562 1646589526.3474
MEM 85.875000 1646589526.4478
MEM 86.648438 1646589526.5482
MEM 87.679688 1646589526.6485
MEM 88.453125 1646589526.7488
MEM 89.226562 1646589526.8491
MEM 105.617188 1646589526.9495
MEM 123.605469 1646589527.0500
MEM 131.714844 1646589527.1504
MEM 142.769531 1646589527.2508
MEM 148.550781 1646589527.3513
MEM 151.882812 1646589527.4518
MEM 172.910156 1646589527.5522
MEM 193.273438 1646589527.6527
MEM 203.070312 1646589527.7532
MEM 220.601562 1646589527.8537
MEM 209.773438 1646589527.9541
MEM 209.773438 1646589528.0545
MEM 209.773438 1646589528.1549
MEM 209.773438 1646589528.2554
MEM 209.773438 1646589528.3557
MEM 209.773438 1646589528.4561
MEM 209.773438 1646589528.5565
MEM 209.773438 1646589528.6569
MEM 209.773438 1646589528.7573
MEM 209.773438 1646589528.8577
MEM 209.773438 1646589528.9582
MEM 209.773438 1646589529.0585
MEM 209.773438 1646589529.1589
MEM 209.773438 1646589529.2593
MEM 209.773438 1646589529.3597
MEM 209.773438 1646589529.4600
MEM 209.773438 1646589529.5604
MEM 209.773438 1646589529.6609
MEM 209.773438 1646589529.7613
MEM 209.773438 1646589529.8617
MEM 209.773438 1646589529.9620
MEM 209.773438 1646589530.0624
MEM 209.773438 1646589530.1627
MEM 209.773438 1646589530.2631
MEM 209.773438 1646589530.3635
MEM 209.773438 1646589530.4639
MEM 209.773438 1646589530.5643
MEM 209.773438 1646589530.6646
MEM 209.773438 1646589530.7650
MEM 209.773438 1646589530.8653
MEM 209.773438 1646589530.9657
MEM 209.773438 1646589531.0661
MEM 209.773438 1646589531.1665
MEM 209.773438 1646589531.2668
MEM 209.773438 1646589531.3672
MEM 209.773438 1646589531.4676
MEM 209.773438 1646589531.5679
MEM 209.773438 1646589531.6683
MEM 209.773438 1646589531.7687
MEM 209.773438 1646589531.8691
MEM 209.773438 1646589531.9695
MEM 209.773438 1646589532.0698
MEM 209.773438 1646589532.1702
MEM 209.773438 1646589532.2706
MEM 209.773438 1646589532.3710
MEM 209.773438 1646589532.4714
MEM 209.773438 1646589532.5718
MEM 209.773438 1646589532.6722
MEM 209.773438 1646589532.7726
MEM 209.773438 1646589532.8729
MEM 209.773438 1646589532.9734
MEM 209.773438 1646589533.0738
MEM 209.773438 1646589533.1742
MEM 209.773438 1646589533.2749
MEM 209.773438 1646589533.3752
MEM 209.773438 1646589533.4757
MEM 209.773438 1646589533.5761
MEM 209.773438 1646589533.6764
MEM 209.773438 1646589533.7768
MEM 209.773438 1646589533.8771
MEM 209.773438 1646589533.9776
MEM 209.773438 1646589534.0779
MEM 209.773438 1646589534.1782
MEM 209.773438 1646589534.2786
MEM 209.773438 1646589534.3789
MEM 209.773438 1646589534.4793
MEM 209.773438 1646589534.5797
MEM 209.773438 1646589534.6800
MEM 209.773438 1646589534.7805
MEM 209.773438 1646589534.8809
MEM 209.773438 1646589534.9813
MEM 209.773438 1646589535.0817
MEM 209.773438 1646589535.1821
MEM 209.773438 1646589535.2824
MEM 209.773438 1646589535.3827
MEM 209.773438 1646589535.4832
MEM 209.773438 1646589535.5836
MEM 209.773438 1646589535.6839
MEM 209.773438 1646589535.7843
MEM 116.546875 1646589535.8847
MEM 117.320312 1646589535.9851
MEM 118.351562 1646589536.0854
MEM 119.125000 1646589536.1857
MEM 119.898438 1646589536.2861
MEM 120.671875 1646589536.3865
MEM 121.703125 1646589536.4869
MEM 122.476562 1646589536.5875
MEM 123.250000 1646589536.6879
MEM 124.023438 1646589536.7883
MEM 124.796875 1646589536.8887
MEM 125.570312 1646589536.9890
MEM 126.601562 1646589537.0893
MEM 127.375000 1646589537.1897
MEM 128.148438 1646589537.2901
MEM 129.179688 1646589537.3905
MEM 129.953125 1646589537.4908
MEM 130.726562 1646589537.5912
MEM 131.757812 1646589537.6915
MEM 135.367188 1646589537.7918
MEM 158.054688 1646589537.8922
MEM 168.109375 1646589537.9924
MEM 168.109375 1646589538.0928
MEM 168.109375 1646589538.1931
MEM 168.109375 1646589538.2934
MEM 170.429688 1646589538.3938
MEM 203.613281 1646589538.4941
MEM 216.246094 1646589538.5945
MEM 223.207031 1646589538.6950
MEM 236.097656 1646589538.7953
MEM 242.542969 1646589538.8957
MEM 242.542969 1646589538.9960
MEM 242.542969 1646589539.0964
MEM 242.542969 1646589539.1968
MEM 242.542969 1646589539.2972
MEM 242.542969 1646589539.3976
MEM 242.542969 1646589539.4981
MEM 242.542969 1646589539.5984
MEM 242.542969 1646589539.6989
MEM 242.542969 1646589539.7993
MEM 242.542969 1646589539.8997
MEM 242.542969 1646589540.0001
MEM 242.542969 1646589540.1003
MEM 242.542969 1646589540.2007
MEM 242.542969 1646589540.3011
MEM 242.542969 1646589540.4015
MEM 242.542969 1646589540.5019
MEM 242.542969 1646589540.6022
MEM 242.542969 1646589540.7026
MEM 242.542969 1646589540.8030
MEM 242.542969 1646589540.9034
MEM 242.542969 1646589541.0037
MEM 242.542969 1646589541.1042
MEM 242.542969 1646589541.2045
MEM 242.542969 1646589541.3049
MEM 242.542969 1646589541.4053
MEM 242.542969 1646589541.5057
MEM 242.542969 1646589541.6061
MEM 242.542969 1646589541.7065
MEM 242.542969 1646589541.8069
MEM 242.542969 1646589541.9073
MEM 242.542969 1646589542.0078
MEM 242.542969 1646589542.1081
MEM 242.542969 1646589542.2085
MEM 242.542969 1646589542.3089
