CMDLINE rundisagg func1.o.py -m mem1:2333 mem2:2334 mem3:2335 mem4:2336
MEM 0.507812 1646589486.9007
MEM 17.812500 1646589487.0011
MEM 26.847656 1646589487.1014
MEM 48.476562 1646589487.2018
MEM 50.117188 1646589487.3021
MEM 55.128906 1646589487.4031
MEM 104.277344 1646589487.5035
MEM 123.074219 1646589487.6039
MEM 140.566406 1646589487.7042
MEM 130.804688 1646589487.8045
MEM 135.187500 1646589487.9049
MEM 136.734375 1646589488.0053
MEM 173.292969 1646589488.1057
MEM 180.007812 1646589488.2060
MEM 191.859375 1646589488.3065
MEM 195.210938 1646589488.4069
MEM 208.101562 1646589488.5073
MEM 214.031250 1646589488.6077
MEM 219.960938 1646589488.7081
MEM 222.796875 1646589488.8085
MEM 225.117188 1646589488.9089
MEM 227.953125 1646589489.0093
MEM 229.242188 1646589489.1098
MEM 230.531250 1646589489.2102
MEM 270.984375 1646589489.3107
MEM 281.296875 1646589489.4111
MEM 284.132812 1646589489.5114
MEM 298.570312 1646589489.6118
MEM 309.140625 1646589489.7122
MEM 310.945312 1646589489.8126
MEM 315.070312 1646589489.9129
MEM 317.648438 1646589490.0133
MEM 324.597656 1646589490.1137
MEM 356.050781 1646589490.2142
MEM 361.464844 1646589490.3146
MEM 374.871094 1646589490.4151
MEM 389.308594 1646589490.5153
MEM 390.339844 1646589490.6158
MEM 395.496094 1646589490.7162
MEM 395.496094 1646589490.8166
MEM 395.496094 1646589490.9169
MEM 395.496094 1646589491.0173
MEM 395.496094 1646589491.1177
MEM 395.496094 1646589491.2182
MEM 395.496094 1646589491.3186
MEM 395.496094 1646589491.4190
MEM 395.496094 1646589491.5193
MEM 395.496094 1646589491.6197
MEM 395.496094 1646589491.7201
MEM 395.496094 1646589491.8205
MEM 395.496094 1646589491.9208
MEM 395.496094 1646589492.0213
MEM 395.496094 1646589492.1216
MEM 395.496094 1646589492.2219
MEM 395.496094 1646589492.3223
MEM 395.496094 1646589492.4227
MEM 395.496094 1646589492.5231
MEM 395.496094 1646589492.6235
MEM 395.496094 1646589492.7239
MEM 395.496094 1646589492.8242
MEM 395.496094 1646589492.9246
MEM 395.496094 1646589493.0250
MEM 395.496094 1646589493.1254
MEM 395.496094 1646589493.2258
MEM 395.496094 1646589493.3261
MEM 395.496094 1646589493.4265
MEM 395.496094 1646589493.5270
MEM 395.496094 1646589493.6273
MEM 395.496094 1646589493.7277
MEM 395.496094 1646589493.8281
MEM 395.496094 1646589493.9285
MEM 395.496094 1646589494.0289
MEM 395.496094 1646589494.1293
MEM 395.496094 1646589494.2297
MEM 395.496094 1646589494.3301
MEM 395.496094 1646589494.4305
MEM 395.496094 1646589494.5309
MEM 395.496094 1646589494.6313
MEM 395.496094 1646589494.7317
MEM 395.496094 1646589494.8321
MEM 395.496094 1646589494.9325
MEM 395.496094 1646589495.0328
MEM 395.496094 1646589495.1332
MEM 395.496094 1646589495.2336
MEM 395.496094 1646589495.3340
MEM 395.496094 1646589495.4344
MEM 395.496094 1646589495.5347
MEM 395.496094 1646589495.6351
MEM 395.496094 1646589495.7356
MEM 395.496094 1646589495.8360
MEM 395.496094 1646589495.9363
MEM 395.496094 1646589496.0366
MEM 395.496094 1646589496.1370
MEM 395.496094 1646589496.2374
MEM 395.496094 1646589496.3377
MEM 395.496094 1646589496.4381
MEM 395.496094 1646589496.5386
MEM 395.496094 1646589496.6390
MEM 395.496094 1646589496.7394
MEM 395.496094 1646589496.8398
MEM 395.496094 1646589496.9403
MEM 395.496094 1646589497.0407
MEM 395.496094 1646589497.1411
MEM 395.496094 1646589497.2414
MEM 395.496094 1646589497.3419
MEM 395.496094 1646589497.4423
MEM 395.496094 1646589497.5427
MEM 395.496094 1646589497.6430
MEM 395.496094 1646589497.7435
MEM 395.496094 1646589497.8438
MEM 395.496094 1646589497.9442
